Year,Month,Country,Energy_Source,Production (TWh),Consumption (TWh),CO2_Emissions (Million Tonnes),Renewable_Share (%),Fossil_Fuel_Share (%),Nuclear_Share (%)
2024,March,Brazil,Coal,3626,3335.537203,3366,5.34,52.7,41.96
2024,March,Brazil,Hydro,3989,3600.601259,302,37.45,9.68,52.87
2024,March,Brazil,Nuclear,3890,4245.281549,293,6.96,6.25,86.79
2024,March,Brazil,Oil,1953,1904.351207,5079,6.88,64.15,28.98
2024,March,Brazil,Gas,4889,5180.332353,5222,1.64,33.81,64.55
2024,March,UK,Solar,1609,1464.397666,108,24.97,10.58,64.45
2024,March,UK,Wind,2220,2272.406423,139,67.87,19.25,12.88
2024,March,UK,Coal,2989,3208.063081,3716,2.17,79.86,17.97
2024,March,UK,Hydro,2327,2192.460565,258,42.13,6.28,51.59
2024,March,UK,Nuclear,601,647.2600394,149,2.2,10.91,86.89
2024,March,UK,Oil,1358,1340.144951,4631,3.75,37.99,58.27
2024,March,UK,Gas,1827,1934.767246,7086,0.01,75.94,24.05
2024,March,Russia,Solar,385,374.9595309,294,35.21,17.64,47.15
2024,March,Russia,Wind,1009,993.9574915,80,16.92,15.11,67.97
2024,March,Russia,Coal,2273,2371.962924,1198,9,60.33,30.67
2024,March,Russia,Hydro,1118,1049.183076,278,7.08,5.42,87.5
2024,March,Russia,Nuclear,3829,3954.371609,391,7.52,6.19,86.29
2024,March,Russia,Oil,2484,2347.560053,6518,9.49,49.75,40.76
2024,March,Russia,Gas,1037,1111.651296,6871,6.17,38.12,55.71
2024,March,Japan,Solar,3174,3056.95153,350,41.94,6.63,51.43
2024,March,Japan,Wind,4426,4104.132463,146,38.64,17.65,43.71
2024,March,Japan,Coal,257,270.5152874,4458,5.76,63.97,30.27
2024,March,Japan,Hydro,1809,1855.397386,61,42.43,10.95,46.61
2024,March,Japan,Nuclear,4190,4510.024629,286,7.94,5.41,86.65
2024,March,Japan,Oil,2894,2711.618612,4112,1.27,36.8,61.93
2024,March,Japan,Gas,1725,1856.882983,387,6.66,45.74,47.6
2024,March,France,Solar,3687,3706.140765,78,69.32,6.74,23.94
2024,March,France,Wind,3065,3019.425564,80,29.22,16,54.78
2024,March,France,Coal,3573,3664.187763,2676,4.05,88.89,7.06
2024,March,France,Hydro,1678,1735.538895,237,40.48,11.93,47.59
2024,March,France,Nuclear,1647,1643.240246,77,8.22,10.63,81.15
2024,March,France,Oil,2823,2786.768621,7211,2.33,50.57,47.1
2024,March,France,Gas,4882,4717.74756,5127,5.94,80.69,13.36
2024,March,Canada,Solar,4125,4457.02417,184,57.98,13.64,28.38
2024,March,Canada,Wind,1543,1433.444544,312,26.52,15.69,57.8
2024,March,Canada,Coal,3048,3257.575204,7190,8.94,47.57,43.48
2024,March,Canada,Hydro,2239,2156.302694,320,67.61,12.48,19.92
2024,March,Canada,Nuclear,1437,1496.590941,197,6.78,11.95,81.27
2024,March,Canada,Oil,4743,5080.196498,7666,1.91,44.7,53.39
2024,March,Canada,Gas,3131,3134.986548,3985,3.51,84.68,11.81
2024,March,South Korea,Solar,1604,1479.263122,107,67.21,8.66,24.13
2024,March,South Korea,Wind,2750,2874.17332,380,12.59,10.61,76.8
2024,March,South Korea,Coal,90,95.66241707,138,7.5,75.45,17.05
2024,March,South Korea,Hydro,2201,2372.130708,52,14.75,9.95,75.31
2024,March,South Korea,Nuclear,2573,2621.149968,56,1.6,15.53,82.87
2024,March,South Korea,Oil,1626,1654.395544,2224,1.35,48.89,49.76
2024,March,South Korea,Gas,4828,5021.491885,922,6.42,33.07,60.51
2024,March,Australia,Solar,4003,3817.287193,497,48.45,16.22,35.32
2024,March,Australia,Wind,1684,1595.247806,153,52.85,13.22,33.93
2024,March,Australia,Coal,1405,1289.679584,5920,0.12,71.95,27.94
2024,March,Australia,Hydro,750,696.6453724,483,40.54,6.54,52.92
2024,March,Australia,Nuclear,4769,4895.583686,58,0.09,10.93,88.98
2024,March,Australia,Oil,3517,3566.199114,1198,2.08,66.27,31.65
2024,March,Australia,Gas,1443,1372.478764,6552,7.33,35.63,57.04
2024,April,USA,Solar,2088,2036.684086,393,24.92,15.4,59.68
2024,April,USA,Wind,1761,1739.549126,464,36.59,7.43,55.98
2024,April,USA,Coal,3202,2952.629362,2155,1.53,51.83,46.64
2024,April,USA,Hydro,123,133.2101101,386,26.02,11.59,62.39
2024,April,USA,Nuclear,1521,1458.544694,118,7.47,16.21,76.31
2024,April,USA,Oil,1070,1140.016243,2097,5.12,31.72,63.17
2024,April,USA,Gas,3167,3159.452074,4365,7.5,84.79,7.71
2024,April,China,Solar,4718,4593.473158,91,14.22,15.37,70.41
2024,April,China,Wind,4145,3901.612951,86,67.17,16.65,16.17
2024,April,China,Coal,832,820.9670006,5558,8.39,75.55,16.06
2024,April,China,Hydro,4724,5142.905159,221,7.34,5.44,87.22
2024,April,China,Nuclear,306,308.4545753,441,5.73,7.45,86.82
2024,April,China,Oil,4164,4464.407371,2652,9.91,57.33,32.76
2024,April,China,Gas,4400,4205.557301,2142,5.06,87.96,6.98
2024,April,Germany,Solar,1671,1650.857311,144,56.86,7.65,35.5
2024,April,Germany,Wind,2216,2034.975729,294,54.87,19.86,25.27
2024,April,Germany,Coal,4501,4178.47203,3492,7.41,85.33,7.25
2024,April,Germany,Hydro,1636,1703.559107,246,60.43,16.51,23.06
2024,April,Germany,Nuclear,3248,3483.096702,53,5.55,8.57,85.88
2024,April,Germany,Oil,1695,1755.546052,2495,7.02,32.71,60.27
2024,April,Germany,Gas,3708,3591.739498,7164,8.92,34.29,56.8
2024,April,India,Solar,1524,1623.010097,323,8.65,10.45,80.9
2024,April,India,Wind,2902,2656.768269,412,18.13,7.23,74.64
2024,April,India,Coal,1663,1580.28669,1834,7.6,56.64,35.76
2024,April,India,Hydro,4985,5465.334264,375,42.59,17.5,39.91
2024,April,India,Nuclear,2522,2317.268059,434,2.45,5.04,92.51
2024,April,India,Oil,3532,3614.084993,4247,7.26,50,42.74
2024,April,India,Gas,3687,3994.062886,5868,4.69,75.3,20.01
2024,April,Brazil,Solar,642,705.5620093,94,41.52,18.67,39.81
2024,April,Brazil,Wind,4559,4435.202982,207,35.26,6.82,57.92
2024,April,Brazil,Coal,349,352.7332498,2006,6.13,36.23,57.65
2024,April,Brazil,Hydro,343,344.5567492,480,22.88,13.8,63.32
2024,April,Brazil,Nuclear,1822,1727.937295,234,3.15,9.01,87.84
2024,April,Brazil,Oil,2183,2308.613632,6076,7.07,32.57,60.36
2024,April,Brazil,Gas,3266,3490.46435,3594,7.95,77.4,14.66
2024,April,UK,Solar,117,126.7523596,86,58.94,11.77,29.29
2024,April,UK,Wind,1520,1395.14302,251,35.74,7.89,56.37
2024,April,UK,Coal,3216,2973.981906,6097,6.51,38.65,54.84
2024,April,UK,Hydro,2644,2459.813909,301,43.66,16.66,39.68
2024,April,UK,Nuclear,2754,2777.637037,103,1.15,13.71,85.14
2024,April,UK,Oil,2858,2618.120592,224,8.74,88.68,2.58
2024,April,UK,Gas,4857,4998.113284,2862,4.27,55.34,40.39
2024,April,Russia,Solar,4201,4513.607391,141,69.08,8.85,22.08
2024,April,Russia,Wind,1031,971.866036,395,36.75,13.61,49.63
2024,April,Russia,Coal,4700,4629.204049,6855,2.62,37.56,59.82
2024,April,Russia,Hydro,2554,2352.818689,249,67.97,12.57,19.46
2024,April,Russia,Nuclear,3749,4047.879133,151,6.62,11.9,81.49
2024,April,Russia,Oil,1658,1767.03746,3922,0.66,61.16,38.18
2024,April,Russia,Gas,749,754.3025496,2278,7.24,49.93,42.84
2024,April,Japan,Solar,562,534.875097,182,30.84,19.22,49.94
2024,April,Japan,Wind,4544,4312.263872,404,67,18.23,14.76
2024,April,Japan,Coal,3262,3169.766366,2868,8.7,76.55,14.75
2024,April,Japan,Hydro,3278,3594.169268,285,22.64,15.97,61.39
2024,April,Japan,Nuclear,2130,2020.54247,461,3.85,16.74,79.41
2024,April,Japan,Oil,86,89.74320843,3911,3.15,55.74,41.11
2024,April,Japan,Gas,4357,3950.39272,6945,0.59,38.98,60.43
2024,April,France,Solar,4441,4162.549818,232,43.94,5.35,50.71
2024,April,France,Wind,1561,1541.479327,367,31.18,7.85,60.97
2024,April,France,Coal,621,619.6331642,1712,9.09,36.3,54.61
2024,April,France,Hydro,1089,1125.211712,303,10.47,5.08,84.46
2024,April,France,Nuclear,238,230.0117323,499,7.72,7.65,84.63
2024,April,France,Oil,3382,3540.487058,3676,2.68,54.62,42.7
2024,April,France,Gas,1675,1662.71419,2124,5.14,65.29,29.58
2024,April,Canada,Solar,1877,1940.756145,363,42.56,6.71,50.74
2024,April,Canada,Wind,4488,4642.251763,476,36.92,18.83,44.25
2024,April,Canada,Coal,2546,2298.519019,6918,9.49,42.81,47.7
2024,April,Canada,Hydro,2139,2030.640573,176,35.23,13.46,51.31
2024,April,Canada,Nuclear,4935,5169.162284,239,6.94,12.37,80.69
2024,April,Canada,Oil,4094,4041.555164,2897,9.95,57.43,32.63
2024,April,Canada,Gas,4364,4575.831561,3977,2.51,51.22,46.27
2024,April,South Korea,Solar,3067,3223.655047,187,6.86,14.25,78.89
2024,April,South Korea,Wind,726,654.0207594,217,30.72,9.45,59.83
2024,April,South Korea,Coal,2552,2755.904741,7145,9.04,32.03,58.93
2024,April,South Korea,Hydro,2035,2202.94013,255,11.19,11.16,77.66
2024,April,South Korea,Nuclear,1357,1358.753945,41,9.85,5.85,84.29
2024,April,South Korea,Oil,4437,4565.121966,5601,5.01,88.25,6.74
2024,April,South Korea,Gas,1273,1193.618107,2752,6.91,45.54,47.55
2024,April,Australia,Solar,2629,2436.803039,400,57.92,10.83,31.24
2024,April,Australia,Wind,108,115.6968862,113,47.23,7.87,44.9
2024,April,Australia,Coal,791,747.9290913,1672,0.22,42.71,57.07
2024,April,Australia,Hydro,3462,3383.768678,426,37.6,8.72,53.69
2024,April,Australia,Nuclear,1994,1891.794996,351,6.44,15.7,77.86
2024,April,Australia,Oil,4631,4168.466496,511,5.23,51.01,43.76
2024,April,Australia,Gas,2867,2794.811884,2271,4.09,69.6,26.31
2024,May,USA,Solar,2110,1951.586127,32,30.32,5.23,64.45
2024,May,USA,Wind,225,240.7411017,32,61.24,17.04,21.72
2024,May,USA,Coal,3417,3623.978879,5467,5.53,76.58,17.89
2024,May,USA,Hydro,4830,4423.789029,44,15.19,17.97,66.84
2024,May,USA,Nuclear,757,784.5982702,336,0.74,18.29,80.97
2024,May,USA,Oil,2609,2676.860039,4071,0.77,30.73,68.5
2024,May,USA,Gas,1951,1780.937658,126,2.3,55.17,42.53
2024,May,China,Solar,1708,1572.821282,126,64.56,6.61,28.83
2024,May,China,Wind,4137,4009.436568,261,5.98,12.62,81.4
2024,May,China,Coal,2036,1939.559373,801,9.32,63.29,27.39
2024,May,China,Hydro,2521,2507.357288,445,50.89,13.49,35.62
2024,May,China,Nuclear,3933,3716.287522,51,7.74,19.43,72.83
2024,May,China,Oil,3845,3852.994234,7322,6.08,88.89,5.03
2024,May,China,Gas,3910,3838.690524,7673,0.08,74.47,25.46
2024,May,Germany,Solar,270,295.3926934,91,68.74,5.59,25.67
2024,May,Germany,Wind,1070,977.735513,435,19.63,5.91,74.46
2024,May,Germany,Coal,487,520.4260852,7192,4.48,32.91,62.61
2024,May,Germany,Hydro,1077,1110.61228,410,17.27,11.16,71.57
2024,May,Germany,Nuclear,1428,1389.206342,89,4.46,10.1,85.44
2024,May,Germany,Oil,4492,4859.67982,6302,6.44,86.23,7.32
2024,May,Germany,Gas,3901,4176.259328,5974,1.65,89.47,8.88
2024,May,India,Solar,1535,1635.96081,99,64.77,12.94,22.29
2024,May,India,Wind,3223,3477.807037,461,20.31,7.54,72.15
2024,May,India,Coal,2460,2607.089562,597,2,48.47,49.53
2024,May,India,Hydro,1214,1156.937332,429,48.42,19.31,32.26
2024,May,India,Nuclear,4013,4138.217302,285,7.71,11.49,80.8
2024,May,India,Oil,970,939.3218822,7342,3.48,88.29,8.23
2024,May,India,Gas,2750,2490.901503,6639,1.78,89.71,8.51
2024,May,Brazil,Solar,3416,3336.554327,369,58.71,13.2,28.08
2024,May,Brazil,Wind,4518,4485.422095,254,53.48,12.5,34.01
2024,May,Brazil,Coal,1855,1975.009735,1536,9.8,79.73,10.48
2024,May,Brazil,Hydro,3478,3754.107722,77,33.94,19.75,46.31
2024,May,Brazil,Nuclear,4612,4372.458023,137,9.12,11.19,79.69
2024,May,Brazil,Oil,1317,1265.63582,1142,5.23,66.01,28.76
2024,May,Brazil,Gas,2654,2857.405321,6805,9.42,68.56,22.02
2024,May,UK,Solar,152,153.7936933,283,68.81,12.39,18.8
2024,May,UK,Wind,2496,2520.633141,173,64.99,12.84,22.17
2024,May,UK,Coal,4751,4940.074559,5666,2.69,87.51,9.8
2024,May,UK,Hydro,1901,1780.943915,68,17.84,6.94,75.22
2024,May,UK,Nuclear,1539,1592.740106,82,4.55,13.31,82.14
2024,May,UK,Oil,3439,3304.249545,7147,7.84,31.3,60.86
2024,May,UK,Gas,3012,3095.660352,5524,7.92,74.24,17.84
2024,May,Russia,Solar,4411,4586.625891,144,34.66,7.77,57.57
2024,May,Russia,Wind,225,223.1705341,429,8.47,15.72,75.81
2024,May,Russia,Coal,1593,1582.32402,5390,2.72,84.2,13.08
2024,May,Russia,Hydro,3411,3484.952682,209,55.56,17.19,27.25
2024,May,Russia,Nuclear,1856,1925.568572,154,6.77,15.69,77.54
2024,May,Russia,Oil,4996,5227.534241,7554,2.71,71.02,26.27
2024,May,Russia,Gas,1104,1024.043511,6448,5.42,40.21,54.37
2024,May,Japan,Solar,160,168.0343405,382,61.25,5.65,33.1
2024,May,Japan,Wind,2984,3147.778978,164,66.96,19.78,13.26
2024,May,Japan,Coal,3992,4032.616667,6966,0.35,74.76,24.89
2024,May,Japan,Hydro,334,330.6287941,227,37.98,6.94,55.08
2024,May,Japan,Nuclear,1641,1594.362152,345,4.53,11.09,84.38
2024,May,Japan,Oil,2186,2401.083325,1389,8.5,75.66,15.84
2024,May,Japan,Gas,1205,1124.159653,6326,1.97,87.25,10.78
2024,May,France,Solar,253,264.8009102,459,51.4,18.11,30.5
2024,May,France,Wind,1365,1382.378825,453,68.39,18.06,13.55
2024,May,France,Coal,2966,3211.994657,7886,7.93,43.24,48.83
2024,May,France,Hydro,1417,1427.506833,144,60.13,19.27,20.6
2024,May,France,Nuclear,3109,3331.362666,85,7.26,9.9,82.85
2024,May,France,Oil,4990,5290.284997,2762,1.43,38.4,60.17
2024,May,France,Gas,4503,4441.563314,5618,8.58,32.28,59.15
2024,May,Canada,Solar,4538,4674.027484,338,31.2,19.95,48.85
2024,May,Canada,Wind,4000,4019.003476,80,64.48,18.23,17.29
2024,May,Canada,Coal,2023,1905.996525,4214,6.55,76.06,17.38
2024,May,Canada,Hydro,938,1030.182741,248,20.01,17.52,62.46
2024,May,Canada,Nuclear,4993,4942.848252,494,4.44,11.25,84.32
2024,May,Canada,Oil,2899,2845.578946,7662,8.82,39.7,51.48
2024,May,Canada,Gas,1937,1964.78398,644,7.7,68.1,24.2
2024,May,South Korea,Solar,1280,1383.329551,487,52.59,16.13,31.28
2024,May,South Korea,Wind,719,762.5033157,56,37.47,15.88,46.65
2024,May,South Korea,Coal,4072,4181.363263,7966,3.29,80.36,16.34
2024,May,South Korea,Hydro,3798,3721.970595,170,69.81,8.89,21.29
2024,May,South Korea,Nuclear,3418,3322.979089,320,3.13,7.41,89.46
2024,May,South Korea,Oil,1244,1160.186339,6667,8.25,62.72,29.03
2024,May,South Korea,Gas,2860,3133.104413,7569,3.82,88.38,7.81
2024,May,Australia,Solar,3803,4050.60625,115,68.73,19.94,11.33
2024,May,Australia,Wind,3849,3899.999918,253,30.13,6.28,63.59
2024,May,Australia,Coal,3384,3685.376499,5533,8.66,51.47,39.87
2024,May,Australia,Hydro,4960,4748.105406,209,22.91,15.15,61.93
2024,May,Australia,Nuclear,4943,4688.753686,154,9.71,12.65,77.64
2024,May,Australia,Oil,2457,2277.035201,3891,4.84,80.76,14.4
2024,May,Australia,Gas,3361,3433.218359,226,1.91,69.01,29.08
2024,June,USA,Solar,531,534.6340682,292,49.03,19.96,31.01
2024,June,USA,Wind,2421,2583.31556,346,30.89,17.32,51.78
2024,June,USA,Coal,1536,1608.800132,4175,9.11,40.12,50.77
2024,June,USA,Hydro,211,192.3540578,192,42.82,18.15,39.03
2024,June,USA,Nuclear,181,175.1962835,389,2.72,5.22,92.06
2024,June,USA,Oil,2206,2344.220995,6206,0.39,74.55,25.06
2024,June,USA,Gas,1109,1101.003487,5654,7.08,62.09,30.84
2024,June,China,Solar,3363,3168.544819,254,23.63,16.01,60.36
2024,June,China,Wind,4999,4511.824736,320,5.31,16.24,78.45
2024,June,China,Coal,113,121.6498526,5644,7.03,49.21,43.76
2024,June,China,Hydro,2564,2749.373292,464,56.23,6.9,36.87
2024,June,China,Nuclear,411,437.2244321,218,5.96,16.79,77.26
2024,June,China,Oil,2291,2245.713876,5265,7.24,60,32.76
2024,June,China,Gas,3134,2972.805558,5156,7.78,46.29,45.93
2024,June,Germany,Solar,1730,1860.167873,388,37.99,10.13,51.88
2024,June,Germany,Wind,3662,3308.995393,439,28.92,13.02,58.06
2024,June,Germany,Coal,1395,1505.729323,1465,9.04,41.09,49.87
2024,June,Germany,Hydro,1602,1738.056166,91,13.5,7.06,79.44
2024,June,Germany,Nuclear,4351,4660.555449,412,0.08,11.65,88.27
2024,June,Germany,Oil,3611,3581.533795,1292,0.86,49.65,49.49
2024,June,Germany,Gas,1948,1853.949017,6812,4.43,31.63,63.94
2024,June,India,Solar,523,493.6855275,128,38.4,13.72,47.88
2024,June,India,Wind,3091,2918.303323,45,33,18.92,48.08
2024,June,India,Coal,4057,4376.271326,5439,2.66,53.04,44.3
2024,June,India,Hydro,1704,1762.990699,396,30.51,13.47,56.02
2024,June,India,Nuclear,1565,1588.061784,146,0.24,8.77,90.99
2024,June,India,Oil,4984,5209.046555,139,7.73,72.98,19.29
2024,June,India,Gas,232,232.141532,1869,2.82,83.1,14.08
2024,June,Brazil,Solar,2558,2446.268478,182,31.35,6.47,62.18
2024,June,Brazil,Wind,368,341.3940988,365,33.98,13.16,52.86
2024,June,Brazil,Coal,778,723.8916762,5706,9.65,76.96,13.39
2024,June,Brazil,Hydro,2556,2473.922856,140,48.7,19.97,31.33
2024,June,Brazil,Nuclear,4756,4462.388818,494,9.72,7.68,82.6
2024,June,Brazil,Oil,3341,3445.244351,819,9.32,88.89,1.79
2024,June,Brazil,Gas,2529,2737.75483,4831,4.03,44.54,51.43
2024,June,UK,Solar,3380,3717.490358,20,33.27,14.47,52.26
2024,June,UK,Wind,1920,2085.735676,417,5.06,17.06,77.87
2024,June,UK,Coal,361,376.1955213,7245,7.19,62.93,29.88
2024,June,UK,Hydro,1426,1568.400211,296,19.09,5.09,75.82
2024,June,UK,Nuclear,2503,2675.833049,100,1.88,19.15,78.96
2024,June,UK,Oil,939,1013.208369,7481,2.2,71.52,26.28
2024,June,UK,Gas,2414,2198.628935,7951,6.07,47.49,46.44
2024,June,Russia,Solar,4706,4962.600663,292,56.38,8.21,35.4
2024,June,Russia,Wind,3791,4160.392802,72,8.26,12.68,79.06
2024,June,Russia,Coal,3372,3081.881679,394,2.82,43.14,54.04
2024,June,Russia,Hydro,2789,2759.06496,327,11.8,7.9,80.3
2024,June,Russia,Nuclear,4281,4174.142123,387,6.1,11.3,82.59
2024,June,Russia,Oil,4668,4758.513824,2721,7.38,81.3,11.32
2024,June,Russia,Gas,4121,4476.706302,1392,4.41,69.6,25.99
2024,June,Japan,Solar,604,658.5784533,331,27.84,6.78,65.38
2024,June,Japan,Wind,3659,3901.259644,441,26.33,18.38,55.29
2024,June,Japan,Coal,3509,3500.564473,3546,0.83,65.47,33.71
2024,June,Japan,Hydro,707,774.5832537,138,23.79,15.25,60.96
2024,June,Japan,Nuclear,844,854.5223721,19,1.04,5.76,93.2
2024,June,Japan,Oil,4859,5071.736559,5592,0.89,44.33,54.78
2024,June,Japan,Gas,3612,3389.356,1395,9.04,64.32,26.65
2024,June,France,Solar,4646,4880.199598,337,63.29,13.42,23.29
2024,June,France,Wind,3482,3463.551381,488,42.23,7.33,50.44
2024,June,France,Coal,3580,3780.223545,2063,5.46,72.02,22.52
2024,June,France,Hydro,3617,3436.679513,266,63.26,10.73,26.01
2024,June,France,Nuclear,2389,2227.57139,332,0.53,6.18,93.29
2024,June,France,Oil,2995,3262.636375,5529,7.46,40.37,52.18
2024,June,France,Gas,3635,3939.280278,4456,7.97,77.9,14.13
2024,June,Canada,Solar,4345,4307.646356,79,23.5,17.14,59.36
2024,June,Canada,Wind,2448,2498.43285,372,16.96,15.11,67.93
2024,June,Canada,Coal,2625,2659.360848,3455,4.16,36.01,59.83
2024,June,Canada,Hydro,2324,2303.69295,341,31.45,13.83,54.71
2024,June,Canada,Nuclear,171,158.4331682,42,8.71,9.75,81.54
2024,June,Canada,Oil,574,528.4857017,6277,4.83,71.37,23.8
2024,June,Canada,Gas,2146,2317.842121,2327,8.34,65.04,26.62
2024,June,South Korea,Solar,2528,2473.779018,259,20.77,13.02,66.21
2024,June,South Korea,Wind,1031,981.0623762,236,61.1,18.04,20.86
2024,June,South Korea,Coal,2301,2238.352266,256,0.03,52.84,47.13
2024,June,South Korea,Hydro,810,824.6019926,26,13.12,7.56,79.33
2024,June,South Korea,Nuclear,1619,1738.129624,347,6.54,7.04,86.42
2024,June,South Korea,Oil,857,844.70217,1881,0.47,48.67,50.86
2024,June,South Korea,Gas,3250,3000.98938,979,2.61,66.99,30.41
2024,June,Australia,Solar,2754,2745.251936,111,37.7,11.84,50.46
2024,June,Australia,Wind,4652,4952.876211,49,29.74,5.95,64.3
2024,June,Australia,Coal,4007,4385.25038,4546,7.18,42.22,50.59
2024,June,Australia,Hydro,2014,2078.750324,320,44.04,15.27,40.69
2024,June,Australia,Nuclear,3915,4045.624244,175,9.78,11.4,78.82
2024,June,Australia,Oil,127,129.571755,5594,0.76,63.19,36.05
2024,June,Australia,Gas,839,840.9863097,5295,4.66,30.2,65.13
2024,July,USA,Solar,1541,1617.947832,301,6.58,17.37,76.05
2024,July,USA,Wind,2120,2187.549218,379,49.6,9.94,40.46
2024,July,USA,Coal,3585,3539.564657,2066,3.29,87.87,8.84
2024,July,USA,Hydro,2300,2094.41348,151,35.14,16.96,47.9
2024,July,USA,Nuclear,2064,2050.703617,73,2.37,13.63,84
2024,July,USA,Oil,2785,2784.827666,1434,4.87,65.65,29.48
2024,July,USA,Gas,1658,1617.421803,2848,3.99,34.92,61.09
2024,July,China,Solar,4217,4382.611093,96,10.21,17.72,72.07
2024,July,China,Wind,1362,1493.695058,400,15.28,5.79,78.93
2024,July,China,Coal,3217,3272.101556,220,4.18,42.72,53.1
2024,July,China,Hydro,4463,4595.817652,286,32.7,10.13,57.17
2024,July,China,Nuclear,70,67.14101061,211,3.27,10.57,86.16
2024,July,China,Oil,2407,2403.188551,2173,7.62,51.92,40.46
2024,July,China,Gas,521,502.4960321,3325,0.24,89.31,10.45
2024,July,Germany,Solar,3305,3536.554123,11,30.32,12.78,56.9
2024,July,Germany,Wind,2580,2369.977823,41,42.2,8.03,49.77
2024,July,Germany,Coal,3364,3399.460439,1879,5.57,68.86,25.57
2024,July,Germany,Hydro,3129,3375.15402,176,55.4,7.51,37.09
2024,July,Germany,Nuclear,3914,3933.411885,475,6.07,17.12,76.81
2024,July,Germany,Oil,374,351.7821122,5246,1.88,43.14,54.98
2024,July,Germany,Gas,2061,1884.474511,3233,5.07,44.29,50.64
2024,July,India,Solar,3125,3033.900124,402,6.18,14.13,79.7
2024,July,India,Wind,1173,1286.803354,161,69.72,18.46,11.82
2024,July,India,Coal,2320,2203.683462,7771,3.17,76.53,20.31
2024,July,India,Hydro,4407,4284.885254,238,37.4,10.95,51.65
2024,July,India,Nuclear,2637,2844.926881,62,4.67,15.09,80.24
2024,July,India,Oil,947,913.8157697,3777,5.32,44.08,50.6
2024,July,India,Gas,4080,4464.659354,5256,2.32,32.92,64.75
2024,July,Brazil,Solar,2744,2682.436213,456,45.64,16.97,37.4
2024,July,Brazil,Wind,534,572.3452979,153,19.11,13.84,67.05
2024,July,Brazil,Coal,3042,2780.989824,6326,3.57,75.57,20.86
2024,July,Brazil,Hydro,4395,4167.365135,64,10.49,8.05,81.47
2024,July,Brazil,Nuclear,1711,1812.303914,148,5.79,14.04,80.17
2024,July,Brazil,Oil,4925,5137.893037,6487,6,54.58,39.41
2024,July,Brazil,Gas,3062,3229.479889,2573,7.03,36.9,56.07
2024,July,UK,Solar,1340,1381.249967,57,32.76,11.77,55.47
2024,July,UK,Wind,1738,1780.209401,20,21.94,7.59,70.47
2024,July,UK,Coal,115,119.8454122,3081,4.93,33.78,61.29
2024,July,UK,Hydro,2067,2162.434123,98,65.12,8.71,26.17
2024,July,UK,Nuclear,2832,2701.669768,219,8.51,7.33,84.17
2024,July,UK,Oil,1772,1839.418693,4328,8.29,83.6,8.1
2024,July,UK,Gas,1469,1358.677558,3233,9.17,48.99,41.84
2024,July,Russia,Solar,679,680.8668821,308,13.48,5.93,80.59
2024,July,Russia,Wind,2403,2316.907741,390,17.5,7.71,74.79
2024,July,Russia,Coal,3207,3226.650736,1534,0.92,45.56,53.52
2024,July,Russia,Hydro,3684,3378.70721,250,11.01,12.62,76.37
2024,July,Russia,Nuclear,4115,4445.956174,253,6.26,10.81,82.93
2024,July,Russia,Oil,2748,2876.299445,3126,4.05,65.46,30.49
2024,July,Russia,Gas,1153,1247.275556,7137,9.15,40.44,50.41
2024,July,Japan,Solar,776,735.4578813,475,22.88,17.12,59.99
2024,July,Japan,Wind,861,898.1727354,346,11.81,12.84,75.34
2024,July,Japan,Coal,1633,1499.735628,6007,9.91,50.14,39.95
2024,July,Japan,Hydro,481,474.8277733,205,29.6,15.39,55.01
2024,July,Japan,Nuclear,1717,1710.84667,75,5.22,19.29,75.49
2024,July,Japan,Oil,530,491.3427967,4189,1.28,89.79,8.93
2024,July,Japan,Gas,2749,2755.302866,3344,4.14,60.13,35.73
2024,July,France,Solar,2302,2390.095856,328,49.82,18.54,31.64
2024,July,France,Wind,4923,4515.688972,35,22.44,6.99,70.57
2024,July,France,Coal,989,1027.720999,7894,3.07,81.48,15.46
2024,July,France,Hydro,1273,1366.947249,228,32.4,18.92,48.68
2024,July,France,Nuclear,1867,1771.225238,181,2.69,7.32,90
2024,July,France,Oil,666,661.6763629,3010,2.96,75.48,21.56
2024,July,France,Gas,4558,4918.594073,6791,9.48,55.48,35.04
2024,July,Canada,Solar,2518,2744.016098,346,57.49,7.87,34.64
2024,July,Canada,Wind,3026,3268.708499,159,15.3,19.68,65.02
2024,July,Canada,Coal,415,410.2955605,3145,9.97,74.69,15.33
2024,July,Canada,Hydro,94,91.11682625,169,11.85,12.73,75.42
2024,July,Canada,Nuclear,3688,4028.186948,244,6.31,16.36,77.33
2024,July,Canada,Oil,2450,2408.093596,4470,3.92,34.19,61.89
2024,July,Canada,Gas,489,517.7535657,5946,7.42,88.33,4.25
2024,July,South Korea,Solar,83,75.14362677,482,26.3,9.8,63.9
2024,July,South Korea,Wind,511,548.1853865,424,39.5,10.78,49.72
2024,July,South Korea,Coal,1306,1181.182749,3340,2.33,69.94,27.73
2024,July,South Korea,Hydro,2761,2651.896079,390,30.07,6.1,63.83
2024,July,South Korea,Nuclear,3981,4044.40186,476,6.06,12.55,81.39
2024,July,South Korea,Oil,2213,2081.025359,1552,9.99,35.97,54.03
2024,July,South Korea,Gas,3121,2847.615927,405,3.01,45.64,51.35
2024,July,Australia,Solar,922,924.9618,77,47.35,16.1,36.55
2024,July,Australia,Wind,4492,4425.023486,93,47.71,18.43,33.86
